ID; Beskrivelse; adresse; kvadratmeter; pris;pris per kvadratmeter ; totalpris ; fellesutgifter; megler 
172057672 ; Kaldfjord | Ideell halvdel av enebolig med flott utsikt og utleieleilighet ; Innelvvegen 69, Kvaløya ; 329 m² ; 4335000 kr; 13176 ; Totalpris: 4 444 545 kr;0 ; Advokatfirmaet Simonsen Vogt Wiig AS
172579570 ; Bjerkakerstranda -  stor frontleilighet med 2 hybler og garasje, leieinntekter på kr 11.800,- pr. mnd ; Balsfjordvinden 36, Tromsø ; 124 m² ; 6490000 kr; 52339 ; Totalpris: 6 729 543 kr ; 5 191 kr ; Eie Eiendomsmegling Tromsø
131714877 ; SKIR - 6 eksklusive bryggehus med unik beliggenhet på bryggekanten. Fantastisk utsikt mot Sundet. ; SKIR - BRYGGEHUS, Tromsø ; 108 m² ; 8950000 kr; 82870 ; Eier (Selveier) ; Leilighet ; EiendomsMegler 1 Rødbanken
131715907 ; SKIR - 27 spennende leiligheter med fantastisk utsikt i Strankantens siste boligprosjekt. ; SKIR - BYGG B, Tromsø ; 68 - 77 m² ; 5290000 - 6250000 kr; 77794 - 81169 ; Totalpris: 5 303 250 - 6 263 250 kr;0 ; EiendomsMegler 1 Rødbanken
142552499 ; Sjøfronten er selve kronverket på Bjerkaker sjøpark og ligger litt for seg selv nært havet. Flere av leilighetene har panoramautsikt 180 grader langs sundet. Ta kontakt for privat visning! ; Sjøfronten Strandvegen 114, Tromsø ; 80 - 103 m² ; 2660000 - 3060000 kr; 33250 - 29709 ; Totalpris: 6 676 627 - 7 676 627 kr;0 ; DNB Eiendom AS
172326161 ; Kroken - Stor 4 (5) - roms brl.leilighet med fin utsikt i øverste etasje i lavblokk. Vestvendt innglasset veranda og garasjeplass ; Malmvegen 116, Krokelvdalen ; 105 m² ; 3090000 kr; 29429 ; Totalpris: 3 452 981 kr ; 7 314 kr ; Hjem Eiendomsmegling
149905829 ; Mortensnes - Fantastisk beliggende enebolig med herlig arkitektur, spennende planløsning og gode solforhold! ; Gnistvegen 17, Tromsø ; 189 m² ; Solgt; None ; Totalpris: 9 636 170 kr;0 ; Hjem Eiendomsmegling
172345675 ; BJERKAKER - Lys og arealeffektiv 3-roms leilighet sentralt beliggende på Bjerkaker! ; Strandvegen 104 B, Tromsø ; 78 m² ; 3250000 kr; 41667 ; Totalpris: 3 892 548 kr ; 7 350 kr ; Sne Eiendomsmegling AS
172345664 ; RAMFJORDBOTN - Prisgunstig 4-roms selveier med flott utsikt over Ramfjord! Kun ca 20 min fra Tromsø sentrum! ; Slettengvegen 9B, Ramfjordbotn ; 89 m² ; 2540000 kr; 28539 ; Totalpris: 2 611 942 kr ; 400 kr ; Sne Eiendomsmegling AS
149530394 ; TROMSDALEN - Romslig enbolig på stor tomt i Tromsdalen - Gode solforhold og flott utsikt! ; Gammelgårdvegen 33, Tromsdalen ; 265 m² ; 7700000 kr; 29057 ; Totalpris: 7 904 142 kr;0 ; Sne Eiendomsmegling AS
172317025 ; Hamna - Ta kontakt for avtale om visning. Lys og fin 3-roms leilighet. Fantastisk utsikt. Garasjeplass. ; Jervvegen 78, Tromsø ; 48 m² ; 1200000 kr; 25000 ; Totalpris: 2 806 963 kr ; 10 894 kr ; EiendomsMegler 1 Borettslag Tromsø
171514951 ; TOMASJORD - TA KONTAKT FOR VISNING. Innflytningsklar 2-roms med spennende planløsning på solrike og attraktive Tomasjord. ; Evjenvegen 152F, Tomasjord ; 46 m² ; 1225000 kr; 26630 ; Totalpris: 2 388 285 kr ; 6 581 kr ; GARANTI Eiendomsmegling Tromsø
172237524 ; Hundbergvegen 40 - Innholdsrik bolig, 6 sov., 2 bad,  3 stuer m.m. Hele boligen er betydelig renovert mellom 2015 -2020. ; Hundbergvegen 40, Tromsdalen ; 174 m² ; 4990000 kr; 28678 ; Totalpris: 5 128 770 kr;0 ; Eie Eiendomsmegling Tromsø
172223534 ; Bjerkaker - Eldre enebolig med renoveringsbehov og stor tomt. ; Strandvegen 145, Tromsø ; 126 m² ; 4750000 kr; 37698 ; Totalpris: 4 870 092 kr;0 ; DNB Eiendom AS
170341745 ; Kaldslett - Visning 6/4 ved påmelding til megler - 3-roms selveierleilighet med garasje og storslagen utsikt på Kaldslett ; Storbakkvegen 33, Tromsdalen ; 61 m² ; 3520000 kr; 57705 ; Totalpris: 3 609 170 kr;0 ; EiendomsMegler 1 Strandtorget
170758198 ; Workinnmarka - Flott 3-roms selveierleilighet med garasje og balkong - Gode solforhold - Attraktiv beliggenhet. ; Langnesvegen 28, Tromsø ; 64 m² ; 3490000 kr; 54531 ; Totalpris: 3 577 250 kr ; 2 169 kr ; EiendomsMegler 1 Rødbanken
172151374 ; TA KONTAKT FOR VISNING ! Lys og praktisk 3(4)-roms leilighet med balkong og vedfyring -1.etasje. ; Stærvegen 63, Tromsø ; 81 m² ; 2750000 kr; 33951 ; Totalpris: 3 537 498 kr ; 7 793 kr ; GARANTI Eiendomsmegling Tromsø
172145747 ; 1-roms selveierleilighet med flott utsikt. Innflyttingsklar 4 kvartal 2021. ; SKIR - C0803, Tromsø ; 31 m² ; 2650000 kr; 85484 ; Totalpris: 2 663 250 kr;0 ; EiendomsMegler 1 Rødbanken
172144155 ; REINEN - 3-roms leilighet med høy standard og utsikt i populære Solsia Park - ferdigstilles tredje kvartal 2020! ; SOLSIA PARK, Tromsdalen ; 62 m² ; 3840000 kr; 61935 ; Fellesutg.: 1 531 kr;0 ; DNB Eiendom AS
172130637 ; Fagereng - Fagereng - tiltalende 3-roms leilighet i solrikt område på sørøyas vestside. Garasje. ; Hansbrevegen 28, Tromsø ; 64 m² ; 2250000 kr; 35156 ; Totalpris: 3 430 409 kr ; 11 300 kr ; EiendomsMegler 1 Rødbanken
172127562 ; Pen 3-roms med god standard og livsløpsstandard sør i Tromsø sentrum. Stue med utgang til markterrasse. Trappefri adk ; Ramfjordgata 15, Tromsø ; 71 m² ; 1970000 kr; 27746 ; Totalpris: 3 627 063 kr ; 11 365 kr ; Eie Eiendomsmegling Tromsø
171703134 ; Oldervik - Kontakt megler for visning! Romslig enebolig med stor garasje og fantastisk utsikt i naturskjønne omgivelser ; Skotsætvegen 22, Oldervik ; 150 m² ; 4400000 kr; 29333 ; Totalpris: 4 522 670 kr;0 ; Hjem Eiendomsmegling
154235984 ; Gammelgård - NY PRIS ! Enebolig med utleiedel. Nyoppusset. Utsikt. Gode solforhold. Stor tomt. Garasje. ; Gammelgårdvegen 11, Tromsdalen ; 203 m² ; 7290000 kr; 35911 ; Totalpris: 7 473 300 kr;0 ; EiendomsMegler 1 Rødbanken
171988066 ; Forhåpningen/Prestvannet - 4-roms enderekkehus med panoramautsikt og store terrasser sentralt på Tromsøya. Gangavstand til sentrum og ulike skoler. ; Sparre Schneiders veg 1B, Tromsø ; 134 m² ; 4150000 kr; 30970 ; Totalpris: 7 632 469 kr ; 12 897 kr ; Hjem Eiendomsmegling
159967294 ; Ta kontakt for visning. Enebolig med dobbelgarasje og utleie. Solrik, landlig og barnevennlig beliggenhet på Håkøya! ; Håkøyvegen 334, Kvaløya ; 192 m² ; 5590000 kr; 29115 ; Totalpris: 5 742 040 kr;0 ; GARANTI Eiendomsmegling Tromsø
171981249 ; Norrøna, Tromsøya vest - BUD MOTTATT - Lekker enebolig med nydelig utsikt, høy standard, god planløsning, hybelleilighet og garasje! ; Simen Workinns veg 13, Tromsø ; 157 m² ; 8950000 kr; 57006 ; Totalpris: 9 174 920 kr;0 ; Hjem Eiendomsmegling
154971745 ; Kvaløysletta - Romslig enebolig m/utleie. Meget god utsikt og solforhold hele dagen. Stor og integrert garasje. ; Skjellvegen 1, Kvaløysletta ; 223 m² ; Solgt; None ; Totalpris: 6 140 800 kr;0 ; EiendomsMegler 1 Rødbanken
171945599 ; Ta kontakt for å avtale privat visning - Enebolig m/garasje på stor tomt, uinnredet kjeller og stort utviklingspotensial ; Stakkevollvegen 122, Tromsø ; 133 m² ; 5100000 kr; 38346 ; Totalpris: 5 228 670 kr;0 ; EiendomsMegler 1 Strandtorget
148927736 ; NORRØNA - Bolig med stor og flott tomt i rolig, barnevennlig og populært boområde. Garasje og gode solforhold! ; Fiolvegen 9 A, Tromsø ; 94 m² ; 4740000 kr; 50426 ; Totalpris: 4 859 842 kr;0 ; Sne Eiendomsmegling AS
171807900 ; SOLLIGÅRDEN - Familievennlig 5-roms enderekkehus med spektakulær utsikt, god standard og carport - Sikringsfond og IN-ordning! ; Gullsmedjordet 22, Tromsdalen ; 94 m² ; 1530000 kr; 16277 ; Fellesutg.: 14 079 kr;0 ; GARANTI Eiendomsmegling Tromsø
171732716 ; MORTENSNES - Flott nyoppført bolig med spennende planløsning og gode bokvaliteter !! ; Winston Churchillsveg 27 A, Tromsø ; 122 m² ; 6400000 kr; 52459 ; Totalpris: 6 561 342 kr;0 ; Sne Eiendomsmegling AS
171732712 ; TROMSDALEN - Ta kontakt for å avtale privat visning - Stor hjørneleilighet med stor terrasse med flott utsikt. Garasje med heis !! ; Slipelvvegen 18, Tromsø ; 79 m² ; 3890000 kr; 49241 ; Totalpris: 4 444 000 kr ; 7 332 kr ; Sne Eiendomsmegling AS
171732701 ; SENTRUM NORD - Sentralt beliggende 2-roms leilighet i en spennende bydel i utvikling- Umiddelbar nærhet alt! ; Seminarbakken 23, Tromsø ; 34 m² ; 2390000 kr; 70294 ; Totalpris: 2 460 576 kr ; 2 068 kr ; Sne Eiendomsmegling AS
171715639 ; Stakkevollan - Innbydende, populær og romslig 3-roms hjørneleilighet  med moderne bad,  egen balkong og mye bodplass! ; Knausen 155, Tromsø ; 81 m² ; 2700000 kr; 33333 ; Totalpris: 3 122 118 kr ; 6 230 kr ; GARANTI Eiendomsmegling Tromsø
171709768 ; Workinntoppen - Innbydende 3-roms selveier med god standard, sørvendt veranda og parkering i garasje! ; Workinntoppen 16, Tromsø ; 67 m² ; 4400000 kr; 65672 ; Totalpris: 4 518 570 kr ; 3 564 kr ; Hjem Eiendomsmegling
161331878 ; OLSGÅRD - Attraktiv enebolig med utleiemulighet, garasje, bussforbindelse og lysløypeturområder! ; Olsgårdvegen 16, Tromsø ; 170 m² ; 7990000 kr; 47000 ; Totalpris: 8 191 092 kr;0 ; Sne Eiendomsmegling AS
171676598 ; Kontakt megler for å melde seg på.  Innholdsrik og flott enebolig i landlige omgivelser. ; Sørbotnvegen 75, Ramfjordbotn ; 200 m² ; 3800000 kr; 19000 ; Totalpris: 3 896 170 kr;0 ; EiendomsMegler 1 Rødbanken
171694398 ; Bud mottatt | Strandkanten | Velholdt 3-roms leilighet i 5. etg med egen veranda ; Hjalmar Johansens gate 304, Tromsø ; 67 m² ; 450000 kr; 6716 ; Totalpris: 3 232 965 kr ; 17 428 kr ; Advokatfirmaet Simonsen Vogt Wiig AS
171707130 ; Strandkanten - Sentrumsnær og snerten 2-roms andelsleilighet med balkong på Sjøstranda. Egen parkeringsplass i garasjeanlegg. Heis. ; Sjøstranda 1E, Tromsø ; 37 m² ; Solgt; None ; Totalpris: 2 485 856 kr ; 5 912 kr ; DNB Eiendom AS
174419133 ; Sentrum - Bud Mottatt. Husk å avtale visningstid! Spennende og arealeffektiv 2-roms leilighet med hems beliggende i sentrum. ; Storgata 91, Tromsø ; 47 m² ; 3100000 kr; 65957 ; DNB Eiendom AS;0 ; Eier (Selveier) • Leilighet • 1 soverom
171699656 ; Tromsdalen - Stor bolig med renoveringsbehov. Romslig tomt sentralt plassert i Tromsdalen med potensiale. Solrikt og rolig område. ; Fløyvegen 4, Tromsdalen ; 224 m² ; 4800000 kr; 21429 ; Totalpris: 4 921 342 kr;0 ; DNB Eiendom AS
147428290 ; Kaldfjorden - Stor enebolig med utleiedel (kr.12000/mnd) og dobbelgarasje i naturskjønne omgivelser ; Fjordvegen 512, Kvaløya ; 285 m² ; 7600000 kr; 26667 ; Totalpris: 7 802 354 kr;0 ; Hjem Eiendomsmegling
171322029 ; Rambergan - Sentralt beliggende vertikaldelt bolig med 3 soverom, koselig kjellerstue, nyere kjøkken, varmepumpe og parkering. ; Johnsgårds gate 2B, Tromsø ; 129 m² ; 4600000 kr; 35659 ; Totalpris: 4 716 342 kr;0 ; DNB Eiendom AS
169145068 ; Sentrum sør - Delikat 3-roms selveierleilighet fra 2018. Sørvendt terrasse og garasjeplass. ; Mellomvegen 39, Tromsø ; 57 m² ; 3980000 kr; 69825 ; Totalpris: 4 080 842 kr ; 1 753 kr ; DNB Eiendom AS
171551028 ; BJERKAKER SJØPARK - Unik toppetasje på 150 kvm Bra. Har innglasset terrasse og 2 balkonger.  Det medfølger garasjeplass og sportsbod.   Panoramautsikt over sundet og Malangsfjellene m.m. Ta kontakt for privat visning! ; Strandvegen 112A, H0609, Tromsø ; 118 m² ; 4100000 kr; 34746 ; Totalpris: 10 276 627 kr ; 16 022 kr ; DNB Eiendom AS
171542653 ; Workinnmarka - Attraktiv 4-roms leilighet med fantastisk utsikts og solforhold. God standard, parkering, 3 balkonger og heis i bygget ; Draugen 99, Tromsø ; 120 m² ; 6780000 kr; 56500 ; Totalpris: 6 781 132 kr ; 4 541 kr ; DNB Eiendom AS
154255502 ; Alfheim - Pen og oppgradert 2-roms med parkering. Kort vei til sentrum, lysløypa, butikk m.m ; Alfheimvegen 5C, Tromsø ; 37 m² ; 2230000 kr; 60270 ; Totalpris: 2 287 092 kr ; 1 500 kr ; DNB Eiendom AS
171374716 ; Midtre kaldslett /Solstrand Panorama - Ny moderne 4 roms leilighet i 2. etasje med god utsikt og høy standard. Ta kontakt for privat visning. ; Slipelvvegen 35, Tromsdalen ; 117 m² ; 7490000 kr; 64017 ; Totalpris: 7 520 500 kr ; 2 993 kr ; DNB Eiendom AS
171271991 ; TA KONTAKT FOR VISNING ! Meget flott 4-roms med balkong, parkering i garasje og flott utsikt - veldrevet borettslag ! ; Utsikten 139, Tromsø ; 91 m² ; 3150000 kr; 34615 ; Totalpris: 3 357 291 kr ; 6 826 kr ; GARANTI Eiendomsmegling Tromsø
171202407 ; Tomasjordnes - Ta kontakt for å avtale visning! 3-roms selveierleilighet med fin beliggenhet. Garasjeplass. ; Tomasjordnes 57, Tomasjord ; 67 m² ; 3300000 kr; 49254 ; Totalpris: 3 383 550 kr ; 4 343 kr ; EiendomsMegler 1 Strandtorget
171126398 ; SØR TROMSØYA - Innholdsrik 3-roms selveierleilighet m/biloppstillingsplass og gangavstand til sentrum! ; Bjerkealleen 18, Tromsø ; 63 m² ; 3190000 kr; 50635 ; Totalpris: 3 271 092 kr ; 500 kr ; Sne Eiendomsmegling AS
171126404 ; BJERKAKER - Eksklusiv 3-roms selveier med høy standard, sørvendt balkong, garasje og heis i bygget! ; Balsfjordvinden 3 snr. 7, Tromsø ; 71 m² ; 4500000 kr; 63380 ; Totalpris: 4 620 942 kr ; 2 827 kr ; Sne Eiendomsmegling AS
171126383 ; REINEN - Moderne 3-roms mot vest i attraktive Solsia Park med gode solforhold fin utsikt - Ferdigstilles 3. kvartal 2020! ; Solsia Park H0104, Tromsdalen ; 58 m² ; 3740000 kr; 64483 ; Fellesutg.: 2 840 kr;0 ; Sne Eiendomsmegling AS
171098395 ; KUN 1 IGJEN! Solligården - Innflytningsklar 4-roms leilighet over to plan - 2 bad - veranda og garasje ; Kaldslettneset 47, Tromsdalen ; 116 m² ; 5150000 kr; 44397 ; Eier (Selveier) ; Tomannsbolig  ; PEAB Eiendomsutvikling Nord AS
170842420 ; Alfheim - Vertikaldelt bolig med carport, hybel og kort vei til det meste! ; Alfheimvegen 20 B, Tromsø ; 179 m² ; Solgt; None ; Totalpris: 7 586 170 kr;0 ; EiendomsMegler 1 Rødbanken
161360286 ; Thyholdt - Stor og sentralt beliggende 2-roms eierseksjon | Parkering | Lys standard | Badstu | Midt mellom UNN/UiT og sentrum ; Aldor Ingebrigtsens veg 30A, Tromsø ; 57 m² ; 2490000 kr; 43684 ; Totalpris: 2 497 124 kr ; 544 kr ; Hjem Eiendomsmegling
170193910 ; Gammelgård - Hel tomannsbolig / enebolig med god planløsning, meget gode sol og utsiktforhold, 3-roms sokkelleilighet og dobbel carpo ; Storbakkvegen 30, Tromsdalen ; 188 m² ; 8200000 kr; 43617 ; Totalpris: 8 406 342 kr;0 ; DNB Eiendom AS
166388531 ; Krokelvdalen - Innholdsrik og flott 2-roms med bla.a nyere kjøkken, vinterhage og parkering. Ta kontakt for privat visning! ; Granittvegen 72, Krokelvdalen ; 55 m² ; 2150000 kr; 39091 ; Totalpris: 2 735 385 kr ; 5 798 kr ; GARANTI Eiendomsmegling Tromsø
145896462 ; Strandkanten - Moderne 3-roms toppleilighet med stor terrasse, heis og mulighet for parkering! ; Hjalmar Johansens gate 296, Tromsø ; 87 m² ; 2300000 kr; 26437 ; Totalpris: 4 017 323 kr ; 14 899 kr ; DNB Eiendom AS
158888332 ; GIMLE - Koselig 3-roms selveierleilighet med garasje og stor markterasse - Gangavstand til UNN/UiT! ; Frøyas Veg 21, Tromsø ; 60 m² ; 3150000 kr; 52500 ; Totalpris: 3 230 092 kr ; 800 kr ; Sne Eiendomsmegling AS
156847760 ; Lekker og moderne 3-roms toppleilighet fra 2018 - Upåklagelig utsikt - Garasje ; Nordbotnvegen 117, Ramfjordbotn ; 67 m² ; 2900000 kr; 43284 ; Totalpris: 2 973 670 kr;0 ; EiendomsMegler 1 Tromsø Strandgata
170756614 ; Tromsøya - Innholdsrik bolig med tilbaketrukken beliggenhet. ; Zagrebvegen 6 B, Tromsø ; 149 m² ; 5500000 kr; 36913 ; Totalpris: 5 638 550 kr;0 ; EiendomsMegler 1 Rødbanken
170707780 ; Kvaløyvågen - Pen enebolig oppført 2014 - Vannbåren oppvarming - Rolig område i naturskjønne omgivelser! - Visning etter avtale! ; Kvaløyvågvegen 1106, Kvaløya ; 118 m² ; 3790000 kr; 32119 ; Totalpris: 3 897 624 kr;0 ; Hjem Eiendomsmegling
170406507 ; Stakkevollan - Digital visning tilgjengelig - Lys og attraktiv 3-roms andelsleilighet med utendørs parkeringsplass. ; Varden 81, Tromsø ; 83 m² ; 2790000 kr; 33614 ; Totalpris: 3 130 300 kr ; 5 254 kr ; DNB Eiendom AS
170567160 ; STRAND / NY PRIS! - Meget flott og moderne rekkehus over 3 plan med nydelig utsikt, gode solforhold og carport! ; Strandsneglvegen 13, Kvaløya ; 121 m² ; 4890000 kr; 40413 ; Totalpris: 5 027 420 kr;0 ; GARANTI Eiendomsmegling Tromsø
162076399 ; PRESTVANNET/FORHÅPNINGEN - BUD MOTTATT! Hel tomannsbolig med moderniseringsbehov - Sentral beliggenhet på toppen av øya! ; Forhåpningen 11, Tromsø ; 145 m² ; 4800000 kr; 33103 ; Totalpris: 4 931 642 kr;0 ; Sne Eiendomsmegling AS
170506896 ; BO I NORD - Eksklusiv og arkitekttegnet enebolig med dobbelgarasje, stor terrasse og 2 godkjente utleieenheter på Tromsøs vestside! ; Klimavegen 59, Tromsø ; 271 m² ; 15000000 kr; 55351 ; Totalpris: 15 386 522 kr;0 ; Sne Eiendomsmegling AS
170506881 ; ØVRE SENTRUM - Delikat og moderne bolig med sentral beliggenhet og innendørs garasje med tilkomst til bolig! ; O L Aunesgate 22, Tromsø ; 76 m² ; 6375000 kr; 83882 ; Fellesutg.: 1 034 kr;0 ; Sne Eiendomsmegling AS
170488626 ; Strandkanten*Nyere, romslig 3-roms leilighet i veldrevet, nytt borettslag*gangavstand til sentrum*hvitevarer inkl*oppvar ; Strandvegen 94 H0301, Tromsø ; 72 m² ; 2150000 kr; 29861 ; Fellesutg.: 11 201 kr;0 ; PEAB Eiendomsutvikling Nord AS
170473678 ; 4-roms selveierleilighet med garasjeplass. Innflyttingsklar 2 kvartal 2021. ; SKIR - B0303, Tromsø ; 77 m² ; 5550000 kr; 72078 ; Totalpris: 5 582 062 kr;0 ; EiendomsMegler 1 Rødbanken
166181434 ; KALDSLETT - Innholdsrik og moderne 3-roms selveierleilighet med parkering i garasje, heis, utsikt! ; Elvhusvegen 41B, Tromsdalen ; 70 m² ; 3940000 kr; 56286 ; Totalpris: 4 046 942 kr ; 2 800 kr ; Sne Eiendomsmegling AS
170325639 ; Sør-Tromsøya - Enebolig med 3 soverom, garasje, utsikt og sentrumsnær beliggenhet! ; Mellomvegen 69A, Tromsø ; 110 m² ; 4790000 kr; 43545 ; Totalpris: 4 922 420 kr;0 ; Hjem Eiendomsmegling
170311237 ; Gimle - Ta kontakt for privatvisning! Pen, innholdsrik og velholdt vertikaldelt tomannsbolig. Garasje. Attraktiv beliggenhet. ; Balders veg 2 A, Tromsø ; 171 m² ; 5300000 kr; 30994 ; Totalpris: 5 433 670 kr;0 ; EiendomsMegler 1 Strandtorget
170338520 ; BRENSHOLMEN - Flott enebolig plassert på høydedrag. Innholdsrik planløsning og god standard. Romslig hjørnetomt. ; Smålia 1, Brensholmen ; 131 m² ; 3500000 kr; 26718 ; Totalpris: 3 599 142 kr;0 ; Sne Eiendomsmegling AS
159897282 ; Stor og moderne leilighet over 2 plan | Garasje for 2 biler | Fantastiske sol- og utsiktforhold | Ny standard ; Storbakkvegen 101, Tromsdalen ; 113 m² ; 6390000 kr; 56549 ; Totalpris: 6 562 104 kr;0 ; Hjem Eiendomsmegling
161193948 ; Hamna sør/Solneset - Ny 3-roms selveierleilighet med høy standard i toppetasjen med "privat" heis.  Stor takterrasse og nydelig panoramautsikt. (lave. omk.) Ta kontakt for privat visning! ; Hamneneset 3 - 5 leilighet 401, Tromsø ; 94 m² ; 6650000 kr; 70745 ; Totalpris: 6 676 180 kr;0 ; DNB Eiendom AS
170229574 ; Flott og moderne 4-roms selveier med utsikt og parkering. Lave bokostnader! ; Tomasjordnes 41, Tomasjord ; 72 m² ; 4190000 kr; 58194 ; Totalpris: 4 296 092 kr ; 3 211 kr ; DNB Eiendom AS
158082938 ; Tomasjord - Tiltalende enebolig - Totalrenovert i 2016 - Carport ; Evjenvegen 2, Tomasjord ; 58 m² ; 3890000 kr; 67069 ; Totalpris: 3 988 300 kr;0 ; EiendomsMegler 1 Tromsø Strandgata
170232348 ; Stilfull 3-roms leilighet i populære Solsia Park - ferdigstilles tredje kvartal 2020! ; Solsia Park H0111, Tromsdalen ; 57 m² ; 3590000 kr; 62982 ; Eier (Selveier) ; Leilighet  ; Sne Eiendomsmegling AS
164940842 ; GIMLE - TA KONTAKT FOR VISNING ! Innholdsrik og stor enebolig over 3-plan med garasje og mulighet for utleie. ; Sivs veg 1, Tromsø ; 260 m² ; 7300000 kr; 28077 ; Totalpris: 7 495 170 kr;0 ; GARANTI Eiendomsmegling Tromsø
169860468 ; SKIR - Eksklusivt bryggehus med unik beliggenhet på bryggekanten. Inflyttingsklart 2 kvartal 2021 ; SKIR - Bryggehus H0101, Tromsø ; 108 m² ; 8950000 kr; 82870 ; Totalpris: 8 982 062 kr;0 ; EiendomsMegler 1 Rødbanken
141847435 ; SENTRUM - 3-roms leilighet i 4.etasje med utsikt og heis - Avdrag betales/sikringsfond - Mulig garasje ; Storgata 125 leil 3-4 B, Tromsø ; 65 m² ; 1350000 kr; 20769 ; Totalpris: 3 325 058 kr ; 15 483 kr ; Sne Eiendomsmegling AS
169896080 ; Tromsdalen - 4-roms leilighet i 2 etg, med stort uinnredet loft, parkering og god standard. Stor felles tomt ; Fløyvegen 17, Tromsdalen ; 108 m² ; 4950000 kr; 45833 ; Totalpris: 5 081 700 kr;0 ; Eie Eiendomsmegling Tromsø
142390929 ; Ramfjorden - Ny vertikaldelt bolig med god standard, terrasse, garasje og utsikt ; Nordbotnvegen 120B, Ramfjordbotn ; 100 m² ; 4250000 kr; 42500 ; Totalpris: 4 275 000 kr;0 ; Eie Eiendomsmegling Tromsø
157434631 ; Midtre Kaldslett - Fløifjell - Stor 3-roms leilighet med ekstra stor parkeringsplass(2 biler), moderne standard | IN-ordning og sikringsfon ; Storbakkvegen 41, Tromsdalen ; 78 m² ; 2660000 kr; 34103 ; Totalpris: 4 595 801 kr ; 9 928 kr ; Hjem Eiendomsmegling
